a,NESSUS Plugin,Asuria Name,Qualis ID,Acunetix ID,Scuba ID,Paginas de ejemplo de XAMPP,Descripción,Solución,Workaround,Categoría,Efecto,Prioridad,CVSS,Plataforma,Subplataforma,CVE,Referencias,Exploit,Estado,Patrones,Revisada,Severidad,
,42113,,,,,MS09-057:  Indexing Service permite la ejecución de código remoto,"El equipo remoto contiene ixsso.dll en el control ActiveX.
Este control se incluye con el Servicio de Index Server. La versión de este control instalado en la máquina remota al parecer tiene una vulnerabilidad de ejecución de código arbitrario. Un atacante remoto podría explotar esto mediante un engaño a un usuario con el interés en una página web maliciosa.
Esta vulnerabilidad sólo afecta a los sistemas que tienen el Servicio de Index Server habilitado. Está desactivado por defecto.",Instalar los parches correspondientes  recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe estar documentado.,,Falta de actualización de aplicación,,Alta,Alta / CVSS Base Score : 7.6 (CVSS2#AV:N/AC:H/Au:N/C:C/I:C/A:C),Windows,," CVE-2009-2507

",http://www.microsoft.com/technet/security/Bulletin/MS09-057.mspx,,,,,,
,42114,,,,,MS09-058: Windows Kernel podría permitir elevación de privilegios,"El equipo remoto de Windows está ejecutando una versión del kernel de Windows que  afectado por múltiples vulnerabilidades:
- Una vulnerabilidad de elevación de privilegios en el kernel de Windows por el truncamiento incorrecto de un valor de 64 bit a un valor de 32 bits. Un atacante que aproveche esta vulnerabilidad puede ejecutar código arbitrario en modo kernel. Un atacante puede instalar programas, ver, cambiar o eliminar datos, o crear nuevas cuentas con derechos de usuario.
- Una vulnerabilidad de denegación de servicio en el kernel de Windows se debe al modo en que se maneja el kernel. Un atacante puede aprovechar esta vulnerabilidad mediante la ejecución de una aplicación especialmente diseñada haciendo que el sistema se reinicie.",Instalar los parches correspondientes  recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe estar documentado.,,Falta de actualización de aplicación,,Alta,Alta / CVSS Base Score : 7.6 (CVSS2#AV:N/AC:H/Au:N/C:C/I:C/A:C),Windows,," CVE-2009-2515
CVE-2009-2516
CVE-2009-2517

",http://www.microsoft.com/technet/security/bulletin/MS09-058.mspx,,,,,,
,42119,,,,,Adobe Acrobat Reader < 9.2 / 8.1.7 / 7.1.4 Múltiples Vulnerabilidades APSB09-15,"La versión de Adobe Acrobat instalado en la máquina remota es anterior a 9,2 / 8.1.7 / 7.1.4. Estas versiones están afectadas por múltiples vulnerabilidades:
- Un problema de corrupción de memoria.
- Múltiples vulnerabilidades de desbordamiento de heap. 
- Múltiples vulnerabilidades de validación de entradas pueden conducir a la ejecución de código.
- Un problema de desbordamiento de búfer.
- Un problema de validación de entrada puede llevar a la ejecución de código.
- Un problema que puede permitir a un usuario malicioso omitir un archivo de extensión de los controles de seguridad.
- Una vulnerabilidad de desbordamiento de entero.
- Un problema de corrupción de memoria conduce a una denegación de servicios.
- Un problema de validación de entrada puede conducir a una evasión de seguridad.
- Un problema de validación de entrada específico para el control ActiveX.
- Un cross-site scripting en el navegador en un plug-in al utilizar con Google Chrome y Opera.",Actualizar a la versión Adobe Acrobat 9.2 / 8.1.7 / 7.1.4 o posterior.,,Falta de actualización de aplicación,,Alta,Alta / CVSS Base Score : 9.3 (CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C),Microsoft,,"CVE-2007-0048
CVE-2007-0045
CVE-2009-2979
CVE-2009-2980
CVE-2009-2981
CVE-2009-2982
CVE-2009-2983
CVE-2009-2984
CVE-2009-2985
CVE-2009-2986
CVE-2009-2987
CVE-2009-2988
CVE-2009-2989
CVE-2009-2990
CVE-2009-2991
CVE-2009-2992
CVE-2009-2993
CVE-2009-2994
CVE-2009-2995
CVE-2009-2996
CVE-2009-2997
CVE-2009-2998
CVE-2009-3431
CVE-2009-3458
CVE-2009-3459
CVE-2009-3460
CVE-2009-3461",http://www.adobe.com/support/security/bulletins/apsb09-15.html,,Por Validar,,,,
,42305,,,,,Firefox < 3.0.15 Múltiples Vulnerabilidades,"La versión instalada de Firefox es inferior a la 3.0.15. Dichas versiones están afectadas por los siguientes problemas de seguridad:
- Es posible, para una página web maliciosa, robar información del historial.
- A través de predecir el nombre de un archivo descargado anteriormente y que esté en el directorio de ""descargas"", un atacante local es capaz de hacer que el navegador abra el archivo incorrecto.
- Si se utiliza auto-configuración en el Proxy, es posible ejecutar código arbitrario.
- El procesador de Mozilla de imágenes GIF esta afectado por desbordamiento de buffer heap.
- Una vulnerabilidad en la utilidad XPCOM permitiría la ejecución de código.
- Es posible leer texto de una página web usando una función JavaScript desde un dominio diferente.
- Múltiples errores de corrupción de memoria permitirían la ejecución de código arbitrario.",Actualizar a Firefox 3.0.15 o posterior.,,Falta de actualización de aplicación,,Alta,Alta / CVSS Base Score : 9.3 (CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C),Windows,,"CVE-2009-0689
CVE-2009-3370
CVE-2009-3372
CVE-2009-3373
CVE-2009-3374
CVE-2009-3375
CVE-2009-3376
CVE-2009-3380
CVE-2009-3381
CVE-2009-3382
CVE-2009-3383","http://www.mozilla.org/security/announce/2009/mfsa2009-52.html
http://www.mozilla.org/security/announce/2009/mfsa2009-53.html
http://www.mozilla.org/security/announce/2009/mfsa2009-55.html
http://www.mozilla.org/security/announce/2009/mfsa2009-56.html
http://www.mozilla.org/security/announce/2009/mfsa2009-57.html
http://www.mozilla.org/security/announce/2009/mfsa2009-59.html
http://www.mozilla.org/security/announce/2009/mfsa2009-61.html
http://www.mozilla.org/security/announce/2009/mfsa2009-62.html
http://www.mozilla.org/security/announce/2009/mfsa2009-64.html",,,,,,
,42369,,,,,Adobe Shockwave Player < 11.5.0.602 Múltiples Vulnerabilidades (APSB09-16),"El equipo remoto de Windows contiene una versión de Shockwave Player de Adobe que es inferior a 11.5.0.602. Estas versiones son afectadas por múltiples problemas:
- Unas vulnerabilidades de puntero no válido pueden dar lugar a la ejecución de código.
- Existe una vulnerabilidad de cadena de longitud no válida, puede dar lugar a la ejecución de código.
- Una vulnerabilidad puede dar lugar a una condición de denegación de servicio.",Actualizar Adobe Shockwave a la versión 11.5.0.602 o posterior.,,Falta de actualización de aplicación,,Alta,Alta / CVSS Base Score : 10.0 (CVSS2#AV:N/AC:L/Au:N/C:C/I:C/A:C),Windows,," CVE-2009-3244
CVE-2009-3463
CVE-2009-3464
CVE-2009-3465
CVE-2009-3466",http://www.adobe.com/support/security/bulletins/apsb09-16.html,,,,,,
,42442,,,,,MS09-068: Microsoft Office Word permite la ejecución de código remoto,"El equipo remoto de Windows está ejecutando una versión de Microsoft Word o Word Viewer que es afectado por una vulnerabilidad de corrupción de memoria. Si  un atacante logra engañar a un usuario del equipo afectado a la apertura de un archivo especialmente diseñado de Word, podría aprovechar este problema para ejecutar código arbitrario con los privilegios del usuario.",Instalar los parches correspondientes  recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe estar documentado.,,Falta de actualización de aplicación,,Alta,Alta / CVSS Base Score : 9.3 (CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C),Microsoft,,CVE-2009-3135,http://www.microsoft.com/technet/security/Bulletin/MS09-068.mspx,,Por Validar,,,,
,43064,,,,,MS09-072: Microsoft Internet Explorer actualización acumulativa de seguridad,El equipo remoto no tiene la actualización 976325 de IE. La versión remota de IE  es afectado por diferentes vulnerabilidades que  podrían permitir a un atacante ejecutar código arbitrario en la máquina remota.,Instalar los parches correspondientes  recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe estar documentado.,,Falta de actualización de aplicación,,Alta,Alta / CVSS Base Score : 9.3 (CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C),Microsoft,,,http://www.microsoft.com/technet/security/Bulletin/MS09-072.mspx,,Por Validar,,,,
,43069,,,,,Adobe AIR Múltiples Vulnerabilidades (APSB09-19),"La versión de Adobe Aire en el equipo remoto Windows es anterior a la 1.5.3. Dichas versiones están afectadas por múltiples vulnerabilidades:
- Ejecución de código al momento de procesar datos JPG.
- Ejecución de código a través de inyección de datos.
- Corrupción de memoria.
- Desbordamiento de entero.",Actualizar a Adobe AIR versión 1.5.3 o posterior,,Falta de actualización de aplicación,,Alta,Alta / CVSS Base Score : 9.3 (CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C),Windows,,"CVE-2009-3794
CVE-2009-3796
CVE-2009-3797
CVE-2009-3798
CVE-2009-3799
CVE-2009-3800",http://www.adobe.com/support/security/bulletins/apsb09-19.html,,,,,,
,43173,,,,,Firefox < 3.0.16 Múltiples Vulnerabilidades,"La versión instalada de Firefox es anterior a la 3.0.16. Dichas versiones están afectadas por los siguientes problemas de seguridad:
- Múltiples errores de paro de la aplicación puede resultar en ejecución de código.
- La implementación NTLM es vulnerable a ataques de reflexión.
- Múltiples suplantaciones de la barra de localización.
- Elevación de privilegios a traes de propiedad ""windows.opener"".",Actualizar a Firefox 3.0.16 o posterior.,,Falta de actualización de aplicación,,Alta,Alta / CVSS Base Score : 9.3 (CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C),Windows,,"CVE-2009-3979
CVE-2009-3981
CVE-2009-3982
CVE-2009-3983
CVE-2009-3984
CVE-2009-3985
CVE-2009-3986
CVE-2009-3987","http://www.mozilla.org/security/announce/2009/mfsa2009-65.html
http://www.mozilla.org/security/announce/2009/mfsa2009-68.html
http://www.mozilla.org/security/announce/2009/mfsa2009-69.html
http://www.mozilla.org/security/announce/2009/mfsa2009-70.html
http://www.mozilla.org/security/announce/2009/mfsa2009-71.html",,,,,,
,43181,,,,,Winamp < 5.57 presenta múltiples vulnerabilidades,"La versión de Winamp instalada en el equipo remoto es inferior a la 5.57. Dichas versiones están afectadas por múltiples problemas:
- Existe un error en el modulo Decoder Plug-in al momento de procesar ejemplares.
- Hay un desbordamiento de buffer heap al momento de procesar los campos ""Ultratracker"".
- Hay un error de desbordamiento al momento de procesar archivos ""Oktalyzer"".
- Errores de desbordamiento en los filtros ""jpeg.w5s"" y ""png.w5s"".",Actualizar a Winamp 5.57 o posterior.,,Falta de actualización de aplicación,,Alta,Alta / CVSS Base Score : 9.3 (CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C),Windows,,"CVE-2009-3995
CVE-2009-3996
CVE-2009-3997
CVE-2009-4356","http://www.nessus.org/u?0e4f075b
http://secunia.com/secunia_research/2009-53/
http://secunia.com/secunia_research/2009-56/
http://secunia.com/secunia_research/2009-57/
http://www.securityfocus.com/archive/1/508532/30/0/threaded",,,,,,
,43865,,,,,MS10-001: OpenType Font Engine permite la ejecución de código remoto,"El equipo remoto de Windows contiene una versión del motor  Embedded OpenType (EOT), que  afectado por una vulnerabilidad de desbordamiento de enteros en el descompresor 'LZCOMP "", al descomprimir un tipo de letra especialmente diseñado.
Si un atacante puede engañar a un usuario en el sistema afectado para que vea el contenido representado en una fuente EOT especialmente diseñada, puede ser capaz de aprovechar este problema para ejecutar código arbitrario  sujeto a los privilegios del usuario.",Instalar los parches correspondientes  recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe estar documentado.,,Falta de actualización de aplicación,,Alta,Alta / CVSS Base Score : 9.3 (CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C),Microsoft,,CVE-2010-0018,http://www.microsoft.com/technet/security/Bulletin/MS10-001.mspx,,Por Validar,,,,
,43875,,,,,Adobe Acrobat Reader < 9.3 / 8.2 Múltiples Vulnerabilidades (APSB10-02),"La versión de Adobe Acrobat instalado en la máquina remota es anterior a 9.3 / 8.2. Estas versiones son afectadas por múltiples vulnerabilidades:
- Existe una vulnerabilidad de uso en 'Multimedia.api' que puede conducir a la ejecución de código.
- Un problema fronterizo conjunto en apoyo 'U3D' puede llevar a la ejecución de código.
- Existe una vulnerabilidad de corrupción de memoria que puede llevar la ejecución de código.
- Una vulnerabilidad de inyección de comandos.
- Una vulnerabilidad de desbordamiento de búfer en el administrador de descargas que puede conducir a la ejecución de código.",Actualizar a la versión Adobe Acrobat 9.3 / 8.2 o posterior.,,Falta de actualización de aplicación,,Alta,Alta / CVSS Base Score : 9.3 (CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C),Microsoft,,"CVE-2009-3953
CVE-2009-3954
CVE-2009-3955
CVE-2009-3956
CVE-2009-3957
CVE-2009-3958
CVE-2009-3959
CVE-2009-4324
CVE-2010-1278",http://www.adobe.com/support/security/bulletins/apsb10-02.html,,Por Validar,,,,
,44094,,,,,Adobe Shockwave Player < 11.5.6.606 Múltiples Vulnerabilidades (APSB10-03),"El equipo remoto de Windows contiene una versión de Shockwave Player de Adobe que es anterior a 11.5.6.606. Estas versiones son potencialmente afectadas por múltiples problemas:
- Existe una vulnerabilidad de desbordamiento de búfer que podría permitir potencialmente llevar a la ejecución de código.
- Múltiples vulnerabilidades de desbordamiento de enteros pueden llevar a la ejecución de código.",Actualizar Adobe Shockwave a la versión 11.5.6.606 o posterior.,,Falta de actualización de aplicación,,Alta,Alta / CVSS Base Score : 9.3 (CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C),Windows,," CVE-2009-4002
CVE-2009-4003

",http://www.adobe.com/support/security/bulletins/apsb10-03.html,,,,,,
,44110,,,,,MS10-002: Microsoft Internet Explorer actualización acumulativas de seguridad,El equipo remoto no tiene la actualización 978207 el cual es  afectado por diferentes vulnerabilidades que podrían permitir a un atacante ejecutar código arbitrario en la máquina remota.,Instalar los parches correspondientes  recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe estar documentado.,,Falta de actualización de aplicación,,Alta,Alta / CVSS Base Score : 9.3 (CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C),Windows,,"CVE-2009-4074
CVE-2010-0027
CVE-2010-0244
CVE-2010-0245
CVE-2010-0246
CVE-2010-0247
CVE-2010-0248
CVE-2010-0249",http://www.microsoft.com/technet/security/Bulletin/MS10-002.mspx,,Por Validar,,,,
,44414,,,,,MS10-004: Microsoft Office PowerPoint permite la  la ejecución de código remoto,"El equipo remoto de Windows está ejecutando una versión de Microsoft PowerPoint  que es afectado por varias vulnerabilidades.
 Si un atacante logra engañar a un usuario que tenga un equipo vulnerable, para que abra un archivo de PowerPoint especialmente diseñado, puede ser capaz de aprovechar estos problemas para ejecutar código arbitrario con los privilegios del usuario.",Instalar los parches correspondientes  recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe estar documentado.,,Falta de actualización de aplicación,,Alta,Alta / CVSS Base Score : 9.3 (CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C),Microsoft,,"CVE-2010-0029
CVE-2010-0030
CVE-2010-0031
CVE-2010-0032
CVE-2010-0033
CVE-2010-0034",http://www.microsoft.com/technet/security/bulletin/ms10-004.mspx,,Por Validar,,,,
,44415,,,,,MS10-005: Microsoft Paint permite la ejecución de código remoto,"El equipo remoto de Windows está ejecutando una versión de Microsoft Paint que tiene una vulnerabilidad de desbordamiento de enteros que puede ser activado cuando se decodifica las imágenes JPEG.
Si un atacante logra engañar a un usuario que tenga un equipo vulnerable, para que abra una imagen JPEG con Microsoft Paint, puede ser capas de aprovechar estos problemas para ejecutar código arbitrario sujeto a la privilegios de un usuario.",Instalar los parches correspondientes  recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe estar documentado.,,Falta de actualización de aplicación,,Alta,Alta / CVSS Base Score : 7.6 (CVSS2#AV:N/AC:H/Au:N/C:C/I:C/A:C),Microsoft,,CVE-2010-0028,http://www.microsoft.com/technet/security/bulletin/ms10-005.mspx,,Por Validar,,,,
,44417,,,,,MS10-007: Windows Shell presenta una vulnerabilidad podría permitir  la ejecución de código remoto,"La función ShellExecute () de API en el equipo remoto no se validan correctamente las direcciones URL, que podría resultar en la ejecución de código arbitrario.
Un atacante remoto podría explotar esta vulnerabilidad mediante un engaño a un usuario en la toma de una aplicación (navegador web por ejemplo) pasar los datos especialmente diseñado para la función vulnerable, lo que resulta en la ejecución de código remoto.",Instalar los parches correspondientes  recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe estar documentado.,,Falta de actualización de aplicación,,Alta,Alta / CVSS Base Score : 9.3 (CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C),Windows,, CVE-2010-0027,"http://www.microsoft.com/technet/security/bulletin/MS10-007.mspx
",,,,,,
,44420,,,,,MS10-010: Windows Server 2008 Hyper-V puede permitir la denegación de servicio,"El equipo remoto  afectado por una denegación de servicio que existe en Hyper-V. Un atacante local puede aprovechar esto para todas las máquinas virtuales en el host remoto.
Para aprovechar esta vulnerabilidad con éxito, un atacante necesitaría una cuenta en una de las máquinas virtuales a distancia y ser capaz de ejecutar código arbitrario.",Instalar los parches correspondientes  recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe estar documentado.,,Falta de actualización de aplicación,,Media,Media / CVSS Base Score : 4.9 (CVSS2#AV:L/AC:L/Au:N/C:N/I:N/A:C),Microsoft,,,http://www.microsoft.com/technet/security/bulletin/ms10-010.mspx,,Por Validar,,,,
,44421,,,,,MS10-011: Windows Client/Server Run-time Subsystem que permite la elevación de privilegios,"El equipo remoto permite la elevación de privilegios en Windows Cliente / Servidor en tiempo de ejecución del subsistema (CSRSS) debido a la falta de  procesos de usuario cuando un usuario cierra la sesión.
Un atacante puede aprovechar esto para ejecutar código arbitrario en modo kernel.",Instalar los parches correspondientes  recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe estar documentado.,,Falta de actualización de aplicación,,Media,Media / CVSS Base Score : 6.2 (CVSS2#AV:L/AC:H/Au:N/C:C/I:C/A:C),Windows,,CVE-2010-0023,http://www.microsoft.com/technet/security/bulletin/ms10-011.mspx,,Por Validar,,,,
,44595,,,,,Adobe AIR < 1.5.3.9130 Múltiples Vulnerabilidades (APSB10-06),"La versión de Adobe AIr en el equipo remoto Windows es anterior a la 1.5.3.9130. Dichas versiones están afectadas por múltiples vulnerabilidades:
- Ataques de cross-domain requests.
- Denegación de servicio.",Actualizar a Adobe AIR versión 1.5.3.9130 o posterior,,Falta de actualización de aplicación,,Media,Media / CVSS Base Score : 4.3 (VSS2#AV:N/AC:M/Au:N/C:N/I:P/A:N),Windows,,"CVE-2010-0186
CVE-2010-0187",http://www.adobe.com/support/security/bulletins/apsb10-06.html,,,,,,
,44643,,,,,Adobe Acrobat Reader< 9.3.1 / 8.2.1 Múltiples Vulnerabilidades (APSB10-07),"La versión de Adobe Acrobat instalado en la máquina remota es anterior a 9.3.1 / 8.2.1. Estas versiones son afectados por múltiples vulnerabilidades:
- Un problema que puede hacer solicitudes no autorizadas de varios dominios.
- Una vulnerabilidad no especificada puede causar que la aplicación se bloquee o posiblemente provoque la ejecución de código arbitrario.",Actualizar a la versión Adobe Acrobat 9.3.1 / 8.2.1 o posterior.,,Falta de actualización de aplicación,,Alta,Alta / CVSS Base Score : 9.3 (CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C),Microsoft,,"CVE-2010-0186
CVE-2010-0188",http://www.adobe.com/support/security/bulletins/apsb10-07.html,,Por Validar,,,,
,44658,,,,,Firefox < 3.0.18 Múltiples Vulnerabilidades,"La versión instalada de Firefox es anterior a la 3.0.18. Dichas versiones están afectadas por las siguientes vulnerabilidades:
- Múltiples errores de paró de aplicación puede resultar en ejecución de código.
- La implementación de ""Web Workers"" contiene un error en su manejador de tipos de datos de matrices.
- Existe un problema de cross site scripting en ""addEventListener"" y ""setTimeout"".
- Es posible corromper el cache de un usuario XUL.
",Actualizar a Firefox 3.0.18 o posterior.,,Falta de actualización de aplicación,,Alta,Alta / CVSS Base Score : 9.3 (CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C),Windows,,"CVE-2009-1571
CVE-2009-3988
CVE-2010-0159
CVE-2010-0160
CVE-2010-0162
CVE-2010-0165
CVE-2010-0167
CVE-2010-0169
CVE-2010-0171","http://www.mozilla.org/security/announce/2010/mfsa2010-01.html
http://www.mozilla.org/security/announce/2010/mfsa2010-02.html
http://www.mozilla.org/security/announce/2010/mfsa2010-03.html
http://www.mozilla.org/security/announce/2010/mfsa2010-04.html
http://www.mozilla.org/security/announce/2010/mfsa2010-05.html
http://www.mozilla.org/security/announce/2010/mfsa2010-11.html
http://www.mozilla.org/security/announce/2010/mfsa2010-12.html
http://www.mozilla.org/security/announce/2010/mfsa2010-14.html",,,,,,
,44939,,,,,Adobe Download Manager descarga archivos arbitrarios (APSB10-08),El equipo remoto de Windows tiene una versión de Adobe Download Manager inferior a  1.6.2.63. Estas versiones son potencialmente afectadas por una vulnerabilidad que permite a un atacante descargar e instalar software no autorizado en el sistema del usuario.,Actualizar Adobe Download Manager a la versión 1.6.2.63 o desinstalar la aplicación.,,Mala configuración,,Alta,Alta / CVSS Base Score : 10.0 (CVSS2#AV:N/AC:L/Au:N/C:C/I:C/A:C),Windows,," CVE-2010-0189

","http://www.adobe.com/support/security/bulletins/apsb10-08.html
http://blogs.adobe.com/psirt/2010/02/security_update_released_for_t.html
http://www.securityfocus.com/archive/1/509720/30/0/threaded
",,,,,,
,45020,,,,,MS10-016: Windows Movie Maker permite la ejecución de código remoto,"El equipo remoto de Windows contiene una versión de Windows Movie Maker  afectado por una vulnerabilidad de desbordamiento de búfer debido a la forma en que la aplicación analiza los formatos de archivo de proyecto de video.
Si un atacante puede engañar a un usuario en el sistema afectado en la apertura de un archivo de Movie Maker especialmente diseñado con la aplicación afectada, puede ser capaz de aprovechar este problema para ejecutar código arbitrario sujeto a los privilegios del usuario.",Instalar los parches correspondientes  recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe estar documentado.,,Mala configuración,,Alta,Alta / CVSS Base Score : 9.3 (CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C),Windows,, CVE-2010-0265,http://www.microsoft.com/technet/security/bulletin/ms10-016.mspx,,,,,,
,45392,,,,,Firefox < 3.0.19 Múltiples Vulnerabilidades,"La versión instalada de Firefox es anterior a la 3.0.19. Dichas versiones están afectadas por las siguientes vulnerabilidades:
- Múltiples fallas que pueden parar la aplicación las cuales podrían resultar en ejecución de código.
- Un manejador de eventos para artículos XUL puede llegar a ser llamado después de que el articulo ha sido borrado.
- Existe un error en la manera en que elementos ""<option>"" son insertados dentro de XUL  ""<optgroup>""
- Existe un error en la implementación de objetos ""windows.navigator.plugins"".
- Un applet del navegador podría convertir un simple click del ratón en una acción de arrastrar y soltar.
- elevación de privilegios a través de el modulo XMLHttpRequestSpy.",Actualizar a Firefox 3.0.19 o posterior.,,Falta de  actualización de aplicación,,Alta,Alta / CVSS Base Score : 9.3 (CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C),Windows,,"CVE-2010-0173
CVE-2010-0174
CVE-2010-0175
CVE-2010-0176
CVE-2010-0177
CVE-2010-0178
CVE-2010-0179"," http://www.mozilla.org/security/announce/2010/mfsa2010-16.html
http://www.mozilla.org/security/announce/2010/mfsa2010-17.html
http://www.mozilla.org/security/announce/2010/mfsa2010-18.html
http://www.mozilla.org/security/announce/2010/mfsa2010-19.html
http://www.mozilla.org/security/announce/2010/mfsa2010-20.html
http://www.mozilla.org/security/announce/2010/mfsa2010-21.html",,,,,,
,45504,,,,,Adobe Acrobat Reader < 9.3.2 / 8.2.2 Múltiples Vulnerabilidades (APSB10-09),"La versión de Adobe Acrobat instalado en la máquina remota es anterior a 9.3.2 / 8.2.2. Estas versiones son afectadas por múltiples vulnerabilidades:
- Un cross-site scripting podría llevar a la ejecución de código.
- Existe una vulnerabilidad de protocolo que puede dar lugar a la ejecución de código.
- Una vulnerabilidad de denegación de servicio puede dar lugar a la ejecución de código.
- Existe una vulnerabilidad de corrupción de memoria que puede llevar a la ejecución de código.
- Existe una vulnerabilidad de desbordamiento de búfer que puede llevar a la ejecución de código.",Actualizar a la versión Adobe Acrobat 9.3.2 / 8.2.2 o posterior.,,Falta de actualización de aplicación,,Alta,Alta / CVSS Base Score : 9.3 (CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C),Microsoft,,"CVE-2010-0190
CVE-2010-0191
CVE-2010-0192
CVE-2010-0193
CVE-2010-0194
CVE-2010-0195
CVE-2010-0196
CVE-2010-0197
CVE-2010-0198
CVE-2010-0199
CVE-2010-0201
CVE-2010-0202
CVE-2010-0203
CVE-2010-0204
CVE-2010-1241",http://www.adobe.com/support/security/bulletins/apsb10-09.html,,Por Validar,,,,
,45510,,,,,MS10-023: Microsoft Office Publisher puede permite la ejecución de código remoto,"Un componente Editor de Microsoft Office instalado en el equipo remoto cuenta con una vulnerabilidad de desbordamiento de búfer.
Un atacante remoto puede explotarlo, a través de lograr engañar a usuario para que abra un archivo de Publisher especialmente diseñado , lo que permite la Ejecución de código remoto",Instalar los parches correspondientes  recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe estar documentado.,,Mala Configuración,,Alta,Alta / CVSS Base Score : 9.3 (CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C),Microsoft,,CVE-2010-0479,http://www.microsoft.com/technet/security/bulletin/ms10-023.mspx,,Por Validar,,,,
,45513,,,,,MS10-026: Microsoft MPEG Layer-3 codecs permite la ejecución de código remoto,"El Microsoft MPEG Layer-3 (MP3) codecs tienen una vulnerabilidad de desbordamiento de búfer que se activa al abrir un archivo AVI especialmente diseñado con una secuencia de audio MP3.
Un atacante remoto podría explotar esto mediante un engaño a un usuario para que abra un archivo malicioso AVI, lo que llevaría a la ejecución de código arbitrario.",Instalar los parches correspondientes  recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe estar documentado.,,Mala configuración,,Alta,Alta / CVSS Base Score : 9.3 (CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C),Windows,, CVE-2010-0480,http://www.microsoft.com/technet/security/Bulletin/MS10-026.mspx,,,,,,
,45514,,,,,MS10-027: Windows Media Player permite la ejecución de código remoto,"La vulnerabilidad podría permitir la ejecución remota de código si el Reproductor de Windows Media abre contenido multimedia especialmente diseñado y hospedado en un sitio web malintencionado. Un intruso que aprovechara esta vulnerabilidad podría conseguir el mismo nivel de derechos de usuario que el usuario local. Por tanto, los usuarios cuyas cuentas estén configuradas con pocos derechos de usuario en el sistema correrían un riesgo menor que aquellos que cuenten con derechos de usuario administrativos.",Instalar los parches correspondientes  recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe estar documentado.,,Mala Configuración,,Alta,Alta / CVSS Base Score : 9.3 (CVSS2#AV:N/AC:M/Au:N/C:C/I:C/A:C),Microsoft,,CVE-2010-0268,http://www.microsoft.com/technet/security/Bulletin/MS10-027.mspx,,Por Validar,,,,
,45516,,,,,MS10-029: Windows ISATAP presenta una vulnerabilidad en su componente que podría permitir la suplantación de identidad,Esta vulnerabilidad podría permitir que un atacante suplantara una dirección IPv4 de modo que podría pasar por alto los dispositivos de filtrado que se basan en la dirección IPv4 de origen. La actualización de seguridad corrige la vulnerabilidad al cambiar la manera en que la pila TCP/IP de Windows comprueba la dirección IPv6 de origen en un paquete ISATAP de túnel,Instalar los parches correspondientes  recordando que toda actualización puede tener un impacto en los sistemas. Si la organización decide no instalar la actualización esto debe estar documentado.,,Mala configuración,,Media,Media / CVSS Base Score : 5.0 (CVSS2#AV:N/AC:L/Au:N/C:P/I:N/A:N),Windows,, CVE-2010-0812,http://www.microsoft.com/technet/security/Bulletin/MS10-029.mspx,,,,,,
